id,activity_hour,step_total,total_intensity,average_intensity,calories,hour,day_of_week,time_of_day
1927972279,2016-03-20T13:00:00Z,138,13,0.216667,118,13,Sun,Afternoon
1927972279,2016-03-20T14:00:00Z,46,5,0.083333,100,14,Sun,Afternoon
1927972279,2016-03-20T15:00:00Z,81,8,0.133333,107,15,Sun,Afternoon
1927972279,2016-03-20T16:00:00Z,202,9,0.15,114,16,Sun,Afternoon
1927972279,2016-03-20T17:00:00Z,113,14,0.233333,118,17,Sun,Afternoon
1927972279,2016-03-20T18:00:00Z,304,21,0.35,139,18,Sun,Evening
1927972279,2016-03-20T19:00:00Z,59,7,0.116667,103,19,Sun,Evening
1927972279,2016-03-20T20:00:00Z,145,10,0.166667,113,20,Sun,Evening
1927972279,2016-03-20T21:00:00Z,7,1,0.016667,91,21,Sun,Evening
1927972279,2016-03-20T22:00:00Z,61,4,0.066667,96,22,Sun,Night
1927972279,2016-03-20T23:00:00Z,0,0,0,84,23,Sun,Night
1927972279,2016-03-21T00:00:00Z,0,0,0,84,0,Mon,Night
1927972279,2016-03-21T01:00:00Z,7,1,0.016667,86,1,Mon,Night
1927972279,2016-03-21T02:00:00Z,0,0,0,84,2,Mon,Night
1927972279,2016-03-21T03:00:00Z,0,0,0,84,3,Mon,Night
1927972279,2016-03-21T04:00:00Z,7,1,0.016667,86,4,Mon,Night
1927972279,2016-03-21T05:00:00Z,8,1,0.016667,87,5,Mon,Night
1927972279,2016-03-21T06:00:00Z,165,10,0.166667,111,6,Mon,Morning
1927972279,2016-03-21T07:00:00Z,307,17,0.283333,130,7,Mon,Morning
1927972279,2016-03-21T08:00:00Z,12,2,0.033333,90,8,Mon,Morning
1927972279,2016-03-21T09:00:00Z,33,3,0.05,94,9,Mon,Morning
1927972279,2016-03-21T10:00:00Z,39,3,0.05,95,10,Mon,Morning
1927972279,2016-03-21T11:00:00Z,7,1,0.016667,88,11,Mon,Morning
1927972279,2016-03-21T12:00:00Z,44,2,0.033333,92,12,Mon,Afternoon
1927972279,2016-03-21T13:00:00Z,31,4,0.066667,94,13,Mon,Afternoon
1927972279,2016-03-21T14:00:00Z,91,7,0.116667,104,14,Mon,Afternoon
1927972279,2016-03-21T15:00:00Z,0,0,0,88,15,Mon,Afternoon
1927972279,2016-03-21T16:00:00Z,55,5,0.083333,98,16,Mon,Afternoon
1927972279,2016-03-21T17:00:00Z,65,5,0.083333,99,17,Mon,Afternoon
1927972279,2016-03-21T18:00:00Z,0,0,0,83,18,Mon,Evening
1927972279,2016-03-21T19:00:00Z,0,0,0,83,19,Mon,Evening
1927972279,2016-03-21T20:00:00Z,0,0,0,83,20,Mon,Evening
1927972279,2016-03-21T21:00:00Z,0,0,0,83,21,Mon,Evening
1927972279,2016-03-21T22:00:00Z,0,0,0,84,22,Mon,Night
1927972279,2016-03-21T23:00:00Z,46,5,0.083333,96,23,Mon,Night
1927972279,2016-03-22T00:00:00Z,84,4,0.066667,96,0,Tue,Night
1927972279,2016-03-22T01:00:00Z,34,4,0.066667,94,1,Tue,Night
1927972279,2016-03-22T02:00:00Z,8,1,0.016667,86,2,Tue,Night
1927972279,2016-03-22T03:00:00Z,0,0,0,84,3,Tue,Night
1927972279,2016-03-22T04:00:00Z,0,0,0,84,4,Tue,Night
1927972279,2016-03-22T05:00:00Z,15,2,0.033333,88,5,Tue,Night
1927972279,2016-03-22T06:00:00Z,8,1,0.016667,86,6,Tue,Morning
1927972279,2016-03-22T07:00:00Z,7,1,0.016667,86,7,Tue,Morning
1927972279,2016-03-22T08:00:00Z,0,0,0,83,8,Tue,Morning
1927972279,2016-03-22T09:00:00Z,21,2,0.033333,89,9,Tue,Morning
1927972279,2016-03-22T10:00:00Z,2641,78,1.3,296,10,Tue,Morning
1927972279,2016-03-22T11:00:00Z,3613,109,1.816667,377,11,Tue,Morning
1927972279,2016-03-22T12:00:00Z,0,0,0,84,12,Tue,Afternoon
1927972279,2016-03-22T13:00:00Z,0,0,0,83,13,Tue,Afternoon
1927972279,2016-03-22T14:00:00Z,0,0,0,83,14,Tue,Afternoon
1927972279,2016-03-22T15:00:00Z,0,0,0,83,15,Tue,Afternoon
1927972279,2016-03-22T16:00:00Z,78,6,0.1,98,16,Tue,Afternoon
1927972279,2016-03-22T17:00:00Z,84,4,0.066667,97,17,Tue,Afternoon
1927972279,2016-03-22T18:00:00Z,153,7,0.116667,106,18,Tue,Evening
1927972279,2016-03-22T19:00:00Z,21,2,0.033333,92,19,Tue,Evening
1927972279,2016-03-22T20:00:00Z,126,6,0.1,102,20,Tue,Evening
1927972279,2016-03-22T21:00:00Z,5,1,0.016667,88,21,Tue,Evening
1927972279,2016-03-22T22:00:00Z,112,7,0.116667,105,22,Tue,Night
1927972279,2016-03-22T23:00:00Z,48,5,0.083333,96,23,Tue,Night
1927972279,2016-03-23T00:00:00Z,25,4,0.066667,93,0,Wed,Night
1927972279,2016-03-23T01:00:00Z,0,0,0,84,1,Wed,Night
1927972279,2016-03-23T02:00:00Z,0,0,0,83,2,Wed,Night
1927972279,2016-03-23T03:00:00Z,0,0,0,84,3,Wed,Night
1927972279,2016-03-23T04:00:00Z,0,0,0,84,4,Wed,Night
1927972279,2016-03-23T05:00:00Z,0,0,0,83,5,Wed,Night
1927972279,2016-03-23T06:00:00Z,12,1,0.016667,86,6,Wed,Morning
1927972279,2016-03-23T07:00:00Z,63,3,0.05,92,7,Wed,Morning
1927972279,2016-03-23T08:00:00Z,257,12,0.2,119,8,Wed,Morning
1927972279,2016-03-23T09:00:00Z,767,30,0.5,175,9,Wed,Morning
1927972279,2016-03-23T10:00:00Z,1171,26,0.433333,190,10,Wed,Morning
1927972279,2016-03-23T11:00:00Z,295,11,0.183333,119,11,Wed,Morning
1927972279,2016-03-23T12:00:00Z,324,10,0.166667,121,12,Wed,Afternoon
1927972279,2016-03-23T13:00:00Z,51,4,0.066667,95,13,Wed,Afternoon
1927972279,2016-03-23T14:00:00Z,87,8,0.133333,104,14,Wed,Afternoon
1927972279,2016-03-23T15:00:00Z,23,2,0.033333,94,15,Wed,Afternoon
1927972279,2016-03-23T16:00:00Z,303,18,0.3,133,16,Wed,Afternoon
1927972279,2016-03-23T17:00:00Z,14,2,0.033333,90,17,Wed,Afternoon
1927972279,2016-03-23T18:00:00Z,189,8,0.133333,111,18,Wed,Evening
1927972279,2016-03-23T19:00:00Z,229,18,0.3,127,19,Wed,Evening
1927972279,2016-03-23T20:00:00Z,38,4,0.066667,95,20,Wed,Evening
1927972279,2016-03-23T21:00:00Z,152,13,0.216667,117,21,Wed,Evening
1927972279,2016-03-23T22:00:00Z,8,2,0.033333,88,22,Wed,Night
1927972279,2016-03-23T23:00:00Z,0,0,0,84,23,Wed,Night
1927972279,2016-03-24T00:00:00Z,0,0,0,83,0,Thu,Night
1927972279,2016-03-24T01:00:00Z,0,0,0,83,1,Thu,Night
1927972279,2016-03-24T02:00:00Z,18,1,0.016667,87,2,Thu,Night
1927972279,2016-03-24T03:00:00Z,4,1,0.016667,86,3,Thu,Night
1927972279,2016-03-24T04:00:00Z,0,0,0,83,4,Thu,Night
1927972279,2016-03-24T05:00:00Z,0,0,0,83,5,Thu,Night
1927972279,2016-03-24T06:00:00Z,4,1,0.016667,86,6,Thu,Morning
1927972279,2016-03-24T07:00:00Z,0,0,0,84,7,Thu,Morning
1927972279,2016-03-24T08:00:00Z,39,4,0.066667,95,8,Thu,Morning
1927972279,2016-03-24T09:00:00Z,92,5,0.083333,100,9,Thu,Morning
1927972279,2016-03-24T10:00:00Z,15,2,0.033333,92,10,Thu,Morning
1927972279,2016-03-24T11:00:00Z,17,2,0.033333,91,11,Thu,Morning
1927972279,2016-03-24T12:00:00Z,0,0,0,88,12,Thu,Afternoon
1927972279,2016-03-24T13:00:00Z,0,0,0,89,13,Thu,Afternoon
1927972279,2016-03-24T14:00:00Z,48,5,0.083333,99,14,Thu,Afternoon
1927972279,2016-03-24T15:00:00Z,34,5,0.083333,99,15,Thu,Afternoon
1927972279,2016-03-24T16:00:00Z,246,19,0.316667,133,16,Thu,Afternoon
1927972279,2016-03-24T17:00:00Z,192,13,0.216667,115,17,Thu,Afternoon
1927972279,2016-03-24T18:00:00Z,0,0,0,83,18,Thu,Evening
1927972279,2016-03-24T19:00:00Z,0,0,0,83,19,Thu,Evening
1927972279,2016-03-24T20:00:00Z,0,0,0,83,20,Thu,Evening
1927972279,2016-03-24T21:00:00Z,0,0,0,83,21,Thu,Evening
1927972279,2016-03-24T22:00:00Z,0,0,0,83,22,Thu,Night
1927972279,2016-03-24T23:00:00Z,0,0,0,83,23,Thu,Night
1927972279,2016-03-25T00:00:00Z,0,0,0,83,0,Fri,Night
1927972279,2016-03-25T01:00:00Z,0,0,0,83,1,Fri,Night
1927972279,2016-03-25T02:00:00Z,0,0,0,83,2,Fri,Night
1927972279,2016-03-25T03:00:00Z,0,0,0,83,3,Fri,Night
1927972279,2016-03-25T04:00:00Z,0,0,0,83,4,Fri,Night
1927972279,2016-03-25T05:00:00Z,105,6,0.1,99,5,Fri,Night
1927972279,2016-03-25T06:00:00Z,10,2,0.033333,93,6,Fri,Morning
1927972279,2016-03-25T07:00:00Z,58,4,0.066667,96,7,Fri,Morning
1927972279,2016-03-25T08:00:00Z,5,1,0.016667,86,8,Fri,Morning
1927972279,2016-03-25T09:00:00Z,41,5,0.083333,98,9,Fri,Morning
1927972279,2016-03-25T10:00:00Z,32,4,0.066667,96,10,Fri,Morning
1927972279,2016-03-25T11:00:00Z,1566,40,0.666667,232,11,Fri,Morning
1927972279,2016-03-25T12:00:00Z,311,20,0.333333,134,12,Fri,Afternoon
1927972279,2016-03-25T13:00:00Z,549,26,0.433333,151,13,Fri,Afternoon
1927972279,2016-03-25T14:00:00Z,43,4,0.066667,99,14,Fri,Afternoon
1927972279,2016-03-25T15:00:00Z,359,18,0.3,136,15,Fri,Afternoon
1927972279,2016-03-25T16:00:00Z,45,3,0.05,93,16,Fri,Afternoon
1927972279,2016-03-25T17:00:00Z,160,8,0.133333,109,17,Fri,Afternoon
1927972279,2016-03-25T18:00:00Z,48,4,0.066667,99,18,Fri,Evening
1927972279,2016-03-25T19:00:00Z,250,20,0.333333,134,19,Fri,Evening
1927972279,2016-03-25T20:00:00Z,90,10,0.166667,110,20,Fri,Evening
1927972279,2016-03-25T21:00:00Z,274,16,0.266667,129,21,Fri,Evening
1927972279,2016-03-25T22:00:00Z,224,13,0.216667,120,22,Fri,Night
1927972279,2016-03-25T23:00:00Z,42,5,0.083333,96,23,Fri,Night
1927972279,2016-03-26T00:00:00Z,41,4,0.066667,94,0,Sat,Night
1927972279,2016-03-26T01:00:00Z,21,1,0.016667,86,1,Sat,Night
1927972279,2016-03-26T02:00:00Z,0,0,0,84,2,Sat,Night
1927972279,2016-03-26T03:00:00Z,0,0,0,83,3,Sat,Night
1927972279,2016-03-26T04:00:00Z,0,0,0,84,4,Sat,Night
1927972279,2016-03-26T05:00:00Z,0,0,0,84,5,Sat,Night
1927972279,2016-03-26T06:00:00Z,0,0,0,84,6,Sat,Morning
1927972279,2016-03-26T07:00:00Z,282,14,0.233333,123,7,Sat,Morning
1927972279,2016-03-26T08:00:00Z,133,8,0.133333,107,8,Sat,Morning
1927972279,2016-03-26T09:00:00Z,13,1,0.016667,90,9,Sat,Morning
1927972279,2016-03-26T10:00:00Z,61,6,0.1,101,10,Sat,Morning
1927972279,2016-03-26T11:00:00Z,101,8,0.133333,106,11,Sat,Morning
1927972279,2016-03-26T12:00:00Z,727,27,0.45,168,12,Sat,Afternoon
1927972279,2016-03-26T13:00:00Z,232,11,0.183333,119,13,Sat,Afternoon
1927972279,2016-03-26T14:00:00Z,45,7,0.116667,102,14,Sat,Afternoon
1927972279,2016-03-26T15:00:00Z,83,8,0.133333,107,15,Sat,Afternoon
1927972279,2016-03-26T16:00:00Z,248,7,0.116667,113,16,Sat,Afternoon
1927972279,2016-03-26T17:00:00Z,38,5,0.083333,101,17,Sat,Afternoon
1927972279,2016-03-26T18:00:00Z,376,15,0.25,133,18,Sat,Evening
1927972279,2016-03-26T19:00:00Z,40,5,0.083333,100,19,Sat,Evening
1927972279,2016-03-26T20:00:00Z,154,12,0.2,115,20,Sat,Evening
1927972279,2016-03-26T21:00:00Z,0,0,0,83,21,Sat,Evening
1927972279,2016-03-26T22:00:00Z,0,0,0,83,22,Sat,Night
1927972279,2016-03-26T23:00:00Z,0,0,0,83,23,Sat,Night
1927972279,2016-03-27T00:00:00Z,0,0,0,83,0,Sun,Night
1927972279,2016-03-27T01:00:00Z,0,0,0,83,1,Sun,Night
1927972279,2016-03-27T02:00:00Z,0,0,0,83,2,Sun,Night
1927972279,2016-03-27T03:00:00Z,0,0,0,83,3,Sun,Night
1927972279,2016-03-27T04:00:00Z,0,0,0,83,4,Sun,Night
1927972279,2016-03-27T05:00:00Z,0,0,0,83,5,Sun,Night
1927972279,2016-03-27T06:00:00Z,0,0,0,83,6,Sun,Morning
1927972279,2016-03-27T07:00:00Z,0,0,0,83,7,Sun,Morning
1927972279,2016-03-27T08:00:00Z,0,0,0,83,8,Sun,Morning
1927972279,2016-03-27T09:00:00Z,110,6,0.1,99,9,Sun,Morning
1927972279,2016-03-27T10:00:00Z,43,3,0.05,94,10,Sun,Morning
1927972279,2016-03-27T11:00:00Z,276,14,0.233333,123,11,Sun,Morning
1927972279,2016-03-27T12:00:00Z,5473,156,2.6,506,12,Sun,Afternoon
1927972279,2016-03-27T13:00:00Z,5518,159,2.65,511,13,Sun,Afternoon
1927972279,2016-03-27T14:00:00Z,3735,114,1.9,380,14,Sun,Afternoon
1927972279,2016-03-27T15:00:00Z,154,11,0.183333,113,15,Sun,Afternoon
1927972279,2016-03-27T16:00:00Z,121,13,0.216667,115,16,Sun,Afternoon
1927972279,2016-03-27T17:00:00Z,2769,92,1.533333,324,17,Sun,Afternoon
1927972279,2016-03-27T18:00:00Z,238,16,0.266667,126,18,Sun,Evening
1927972279,2016-03-27T19:00:00Z,31,3,0.05,92,19,Sun,Evening
1927972279,2016-03-27T20:00:00Z,53,5,0.083333,97,20,Sun,Evening
1927972279,2016-03-27T21:00:00Z,58,3,0.05,93,21,Sun,Evening
1927972279,2016-03-27T22:00:00Z,0,0,0,83,22,Sun,Night
1927972279,2016-03-27T23:00:00Z,0,0,0,84,23,Sun,Night
1927972279,2016-03-28T00:00:00Z,0,0,0,83,0,Mon,Night
1927972279,2016-03-28T01:00:00Z,0,0,0,84,1,Mon,Night
1927972279,2016-03-28T02:00:00Z,0,0,0,84,2,Mon,Night
1927972279,2016-03-28T03:00:00Z,24,2,0.033333,89,3,Mon,Night
1927972279,2016-03-28T04:00:00Z,34,4,0.066667,94,4,Mon,Night
1927972279,2016-03-28T05:00:00Z,6,1,0.016667,88,5,Mon,Night
1927972279,2016-03-28T06:00:00Z,26,2,0.033333,92,6,Mon,Morning
1927972279,2016-03-28T07:00:00Z,325,16,0.266667,129,7,Mon,Morning
1927972279,2016-03-28T08:00:00Z,437,18,0.3,138,8,Mon,Morning
1927972279,2016-03-28T09:00:00Z,137,14,0.233333,118,9,Mon,Morning
1927972279,2016-03-28T10:00:00Z,132,10,0.166667,110,10,Mon,Morning
1927972279,2016-03-28T11:00:00Z,4865,145,2.416667,468,11,Mon,Morning
1927972279,2016-03-28T12:00:00Z,89,8,0.133333,105,12,Mon,Afternoon
1927972279,2016-03-28T13:00:00Z,2901,86,1.433333,316,13,Mon,Afternoon
1927972279,2016-03-28T14:00:00Z,3230,100,1.666667,341,14,Mon,Afternoon
1927972279,2016-03-28T15:00:00Z,0,0,0,84,15,Mon,Afternoon
1927972279,2016-03-28T16:00:00Z,2640,78,1.3,297,16,Mon,Afternoon
1927972279,2016-03-28T17:00:00Z,476,24,0.4,147,17,Mon,Afternoon
1927972279,2016-03-28T18:00:00Z,338,25,0.416667,147,18,Mon,Evening
1927972279,2016-03-28T19:00:00Z,2161,68,1.133333,269,19,Mon,Evening
1927972279,2016-03-28T20:00:00Z,3185,89,1.483333,337,20,Mon,Evening
1927972279,2016-03-28T21:00:00Z,4,1,0.016667,86,21,Mon,Evening
1927972279,2016-03-28T22:00:00Z,73,6,0.1,99,22,Mon,Night
1927972279,2016-03-28T23:00:00Z,133,8,0.133333,105,23,Mon,Night
1927972279,2016-03-29T00:00:00Z,0,0,0,83,0,Tue,Night
1927972279,2016-03-29T01:00:00Z,0,0,0,84,1,Tue,Night
1927972279,2016-03-29T02:00:00Z,0,0,0,84,2,Tue,Night
1927972279,2016-03-29T03:00:00Z,0,0,0,83,3,Tue,Night
1927972279,2016-03-29T04:00:00Z,0,0,0,84,4,Tue,Night
1927972279,2016-03-29T05:00:00Z,0,0,0,84,5,Tue,Night
1927972279,2016-03-29T06:00:00Z,8,1,0.016667,87,6,Tue,Morning
1927972279,2016-03-29T07:00:00Z,0,0,0,84,7,Tue,Morning
1927972279,2016-03-29T08:00:00Z,0,0,0,83,8,Tue,Morning
1927972279,2016-03-29T09:00:00Z,0,0,0,84,9,Tue,Morning
1927972279,2016-03-29T10:00:00Z,56,4,0.066667,94,10,Tue,Morning
1927972279,2016-03-29T11:00:00Z,11,1,0.016667,89,11,Tue,Morning
1927972279,2016-03-29T12:00:00Z,72,5,0.083333,100,12,Tue,Afternoon
1927972279,2016-03-29T13:00:00Z,166,11,0.183333,115,13,Tue,Afternoon
1927972279,2016-03-29T14:00:00Z,0,0,0,85,14,Tue,Afternoon
1927972279,2016-03-29T15:00:00Z,146,12,0.2,115,15,Tue,Afternoon
1927972279,2016-03-29T16:00:00Z,25,3,0.05,95,16,Tue,Afternoon
1927972279,2016-03-29T17:00:00Z,0,0,0,87,17,Tue,Afternoon
1927972279,2016-03-29T18:00:00Z,21,3,0.05,94,18,Tue,Evening
1927972279,2016-03-29T19:00:00Z,462,21,0.35,140,19,Tue,Evening
1927972279,2016-03-29T20:00:00Z,1303,56,0.933333,236,20,Tue,Evening
1927972279,2016-03-29T21:00:00Z,1203,49,0.816667,224,21,Tue,Evening
1927972279,2016-03-29T22:00:00Z,1087,41,0.683333,207,22,Tue,Night
1927972279,2016-03-29T23:00:00Z,113,8,0.133333,106,23,Tue,Night
1927972279,2016-03-30T00:00:00Z,0,0,0,85,0,Wed,Night
1927972279,2016-03-30T01:00:00Z,7,1,0.016667,88,1,Wed,Night
1927972279,2016-03-30T02:00:00Z,95,7,0.116667,103,2,Wed,Night
1927972279,2016-03-30T03:00:00Z,16,2,0.033333,89,3,Wed,Night
1927972279,2016-03-30T04:00:00Z,0,0,0,83,4,Wed,Night
1927972279,2016-03-30T05:00:00Z,0,0,0,83,5,Wed,Night
1927972279,2016-03-30T06:00:00Z,0,0,0,83,6,Wed,Morning
1927972279,2016-03-30T07:00:00Z,32,2,0.033333,90,7,Wed,Morning
1927972279,2016-03-30T08:00:00Z,0,0,0,83,8,Wed,Morning
1927972279,2016-03-30T09:00:00Z,8,1,0.016667,86,9,Wed,Morning
1927972279,2016-03-30T10:00:00Z,0,0,0,84,10,Wed,Morning
1927972279,2016-03-30T11:00:00Z,303,13,0.216667,122,11,Wed,Morning
1927972279,2016-03-30T12:00:00Z,235,14,0.233333,122,12,Wed,Afternoon
1927972279,2016-03-30T13:00:00Z,5840,174,2.9,534,13,Wed,Afternoon
1927972279,2016-03-30T14:00:00Z,5510,163,2.716667,508,14,Wed,Afternoon
1927972279,2016-03-30T15:00:00Z,3875,118,1.966667,401,15,Wed,Afternoon
1927972279,2016-03-30T16:00:00Z,217,16,0.266667,125,16,Wed,Afternoon
1927972279,2016-03-30T17:00:00Z,17,1,0.016667,90,17,Wed,Afternoon
1927972279,2016-03-30T18:00:00Z,73,5,0.083333,99,18,Wed,Evening
1927972279,2016-03-30T19:00:00Z,37,6,0.1,99,19,Wed,Evening
1927972279,2016-03-30T20:00:00Z,25,1,0.016667,86,20,Wed,Evening
1927972279,2016-03-30T21:00:00Z,0,0,0,83,21,Wed,Evening
1927972279,2016-03-30T22:00:00Z,67,3,0.05,92,22,Wed,Night
1927972279,2016-03-30T23:00:00Z,4,1,0.016667,88,23,Wed,Night
1927972279,2016-03-31T00:00:00Z,18,2,0.033333,90,0,Thu,Night
1927972279,2016-03-31T01:00:00Z,0,0,0,83,1,Thu,Night
1927972279,2016-03-31T02:00:00Z,0,0,0,84,2,Thu,Night
1927972279,2016-03-31T03:00:00Z,0,0,0,84,3,Thu,Night
1927972279,2016-03-31T04:00:00Z,0,0,0,84,4,Thu,Night
1927972279,2016-03-31T05:00:00Z,17,3,0.05,92,5,Thu,Night
1927972279,2016-03-31T06:00:00Z,140,12,0.2,114,6,Thu,Morning
1927972279,2016-03-31T07:00:00Z,7,1,0.016667,87,7,Thu,Morning
1927972279,2016-03-31T08:00:00Z,0,0,0,83,8,Thu,Morning
1927972279,2016-03-31T09:00:00Z,0,0,0,84,9,Thu,Morning
1927972279,2016-03-31T10:00:00Z,93,4,0.066667,95,10,Thu,Morning
1927972279,2016-03-31T11:00:00Z,124,4,0.066667,98,11,Thu,Morning
1927972279,2016-03-31T12:00:00Z,1785,57,0.95,241,12,Thu,Afternoon
1927972279,2016-03-31T13:00:00Z,3496,102,1.7,357,13,Thu,Afternoon
1927972279,2016-03-31T14:00:00Z,0,0,0,83,14,Thu,Afternoon
1927972279,2016-03-31T15:00:00Z,0,0,0,83,15,Thu,Afternoon
1927972279,2016-03-31T16:00:00Z,0,0,0,83,16,Thu,Afternoon
1927972279,2016-03-31T17:00:00Z,0,0,0,83,17,Thu,Afternoon
1927972279,2016-03-31T18:00:00Z,0,0,0,83,18,Thu,Evening
1927972279,2016-03-31T19:00:00Z,0,0,0,83,19,Thu,Evening
1927972279,2016-03-31T20:00:00Z,46,4,0.066667,93,20,Thu,Evening
1927972279,2016-03-31T21:00:00Z,73,5,0.083333,98,21,Thu,Evening
1927972279,2016-03-31T22:00:00Z,8,1,0.016667,87,22,Thu,Night
1927972279,2016-03-31T23:00:00Z,66,4,0.066667,95,23,Thu,Night
1927972279,2016-04-01T00:00:00Z,0,0,0,83,0,Fri,Night
1927972279,2016-04-01T01:00:00Z,4,1,0.016667,85,1,Fri,Night
1927972279,2016-04-01T02:00:00Z,0,0,0,83,2,Fri,Night
1927972279,2016-04-01T03:00:00Z,0,0,0,84,3,Fri,Night
1927972279,2016-04-01T04:00:00Z,0,0,0,84,4,Fri,Night
1927972279,2016-04-01T05:00:00Z,4,1,0.016667,85,5,Fri,Night
1927972279,2016-04-01T06:00:00Z,182,6,0.1,103,6,Fri,Morning
1927972279,2016-04-01T07:00:00Z,4,1,0.016667,87,7,Fri,Morning
1927972279,2016-04-01T08:00:00Z,0,0,0,84,8,Fri,Morning
1927972279,2016-04-01T09:00:00Z,0,0,0,83,9,Fri,Morning
1927972279,2016-04-01T10:00:00Z,92,3,0.05,93,10,Fri,Morning
1927972279,2016-04-01T11:00:00Z,123,8,0.133333,106,11,Fri,Morning
1927972279,2016-04-01T12:00:00Z,146,8,0.133333,107,12,Fri,Afternoon
1927972279,2016-04-01T13:00:00Z,30,4,0.066667,97,13,Fri,Afternoon
1927972279,2016-04-01T14:00:00Z,64,4,0.066667,96,14,Fri,Afternoon
1927972279,2016-04-01T15:00:00Z,776,31,0.516667,173,15,Fri,Afternoon
1927972279,2016-04-01T16:00:00Z,1016,51,0.85,220,16,Fri,Afternoon
1927972279,2016-04-01T17:00:00Z,1540,61,1.016667,241,17,Fri,Afternoon
1927972279,2016-04-01T18:00:00Z,64,7,0.116667,104,18,Fri,Evening
1927972279,2016-04-01T19:00:00Z,81,11,0.183333,111,19,Fri,Evening
1927972279,2016-04-01T20:00:00Z,26,3,0.05,93,20,Fri,Evening
1927972279,2016-04-01T21:00:00Z,71,5,0.083333,98,21,Fri,Evening
1927972279,2016-04-01T22:00:00Z,0,0,0,84,22,Fri,Night
1927972279,2016-04-01T23:00:00Z,94,9,0.15,104,23,Fri,Night
1927972279,2016-04-02T00:00:00Z,103,6,0.1,102,0,Sat,Night
1927972279,2016-04-02T01:00:00Z,0,0,0,86,1,Sat,Night
1927972279,2016-04-02T02:00:00Z,31,3,0.05,91,2,Sat,Night
1927972279,2016-04-02T03:00:00Z,7,1,0.016667,86,3,Sat,Night
1927972279,2016-04-02T04:00:00Z,0,0,0,84,4,Sat,Night
1927972279,2016-04-02T05:00:00Z,8,1,0.016667,86,5,Sat,Night
1927972279,2016-04-02T06:00:00Z,25,2,0.033333,89,6,Sat,Morning
1927972279,2016-04-02T07:00:00Z,0,0,0,84,7,Sat,Morning
1927972279,2016-04-02T08:00:00Z,51,2,0.033333,91,8,Sat,Morning
1927972279,2016-04-02T09:00:00Z,169,11,0.183333,114,9,Sat,Morning
1927972279,2016-04-02T10:00:00Z,19,2,0.033333,93,10,Sat,Morning
1927972279,2016-04-02T11:00:00Z,486,23,0.383333,150,11,Sat,Morning
1927972279,2016-04-02T12:00:00Z,244,18,0.3,130,12,Sat,Afternoon
1927972279,2016-04-02T13:00:00Z,50,5,0.083333,100,13,Sat,Afternoon
1927972279,2016-04-02T14:00:00Z,393,21,0.35,142,14,Sat,Afternoon
1927972279,2016-04-02T15:00:00Z,1108,47,0.783333,218,15,Sat,Afternoon
1927972279,2016-04-02T16:00:00Z,1397,55,0.916667,244,16,Sat,Afternoon
1927972279,2016-04-02T17:00:00Z,1206,42,0.7,214,17,Sat,Afternoon
1927972279,2016-04-02T18:00:00Z,12,2,0.033333,91,18,Sat,Evening
1927972279,2016-04-02T19:00:00Z,48,4,0.066667,95,19,Sat,Evening
1927972279,2016-04-02T20:00:00Z,42,4,0.066667,94,20,Sat,Evening
1927972279,2016-04-02T21:00:00Z,218,14,0.233333,119,21,Sat,Evening
1927972279,2016-04-02T22:00:00Z,0,0,0,88,22,Sat,Night
1927972279,2016-04-02T23:00:00Z,45,4,0.066667,94,23,Sat,Night
1927972279,2016-04-03T00:00:00Z,20,2,0.033333,89,0,Sun,Night
1927972279,2016-04-03T01:00:00Z,0,0,0,83,1,Sun,Night
1927972279,2016-04-03T02:00:00Z,0,0,0,83,2,Sun,Night
1927972279,2016-04-03T03:00:00Z,0,0,0,83,3,Sun,Night
1927972279,2016-04-03T04:00:00Z,0,0,0,83,4,Sun,Night
1927972279,2016-04-03T05:00:00Z,0,0,0,83,5,Sun,Night
1927972279,2016-04-03T06:00:00Z,0,0,0,83,6,Sun,Morning
1927972279,2016-04-03T07:00:00Z,0,0,0,83,7,Sun,Morning
1927972279,2016-04-03T08:00:00Z,0,0,0,83,8,Sun,Morning
1927972279,2016-04-03T09:00:00Z,340,18,0.3,131,9,Sun,Morning
1927972279,2016-04-03T10:00:00Z,775,20,0.333333,159,10,Sun,Morning
1927972279,2016-04-03T11:00:00Z,186,11,0.183333,115,11,Sun,Morning
1927972279,2016-04-03T12:00:00Z,532,17,0.283333,141,12,Sun,Afternoon
1927972279,2016-04-03T13:00:00Z,15,2,0.033333,90,13,Sun,Afternoon
1927972279,2016-04-03T14:00:00Z,6,1,0.016667,88,14,Sun,Afternoon
1927972279,2016-04-03T15:00:00Z,514,23,0.383333,152,15,Sun,Afternoon
1927972279,2016-04-03T16:00:00Z,324,15,0.25,129,16,Sun,Afternoon
1927972279,2016-04-03T17:00:00Z,141,9,0.15,110,17,Sun,Afternoon
1927972279,2016-04-03T18:00:00Z,118,8,0.133333,106,18,Sun,Evening
1927972279,2016-04-03T19:00:00Z,156,12,0.2,116,19,Sun,Evening
1927972279,2016-04-03T20:00:00Z,37,4,0.066667,94,20,Sun,Evening
1927972279,2016-04-03T21:00:00Z,34,4,0.066667,96,21,Sun,Evening
1927972279,2016-04-03T22:00:00Z,0,0,0,84,22,Sun,Night
1927972279,2016-04-03T23:00:00Z,0,0,0,84,23,Sun,Night
1927972279,2016-04-04T00:00:00Z,0,0,0,84,0,Mon,Night
