id,activity_hour,total_intensity,average_intensity
1624580081,2016-04-07T18:00:00Z,5,0.083333
1624580081,2016-04-07T19:00:00Z,6,0.1
1624580081,2016-04-07T20:00:00Z,3,0.05
1624580081,2016-04-07T21:00:00Z,0,0
1624580081,2016-04-07T22:00:00Z,13,0.216667
1624580081,2016-04-07T23:00:00Z,2,0.033333
1624580081,2016-04-08T00:00:00Z,8,0.133333
1624580081,2016-04-08T01:00:00Z,0,0
1624580081,2016-04-08T02:00:00Z,2,0.033333
1624580081,2016-04-08T03:00:00Z,2,0.033333
1624580081,2016-04-08T04:00:00Z,2,0.033333
1624580081,2016-04-08T05:00:00Z,0,0
1624580081,2016-04-08T06:00:00Z,0,0
1624580081,2016-04-08T07:00:00Z,2,0.033333
1624580081,2016-04-08T08:00:00Z,0,0
1624580081,2016-04-08T09:00:00Z,0,0
1624580081,2016-04-08T10:00:00Z,0,0
1624580081,2016-04-08T11:00:00Z,2,0.033333
1624580081,2016-04-08T12:00:00Z,54,0.9
1624580081,2016-04-08T13:00:00Z,4,0.066667
1624580081,2016-04-08T14:00:00Z,0,0
1624580081,2016-04-08T15:00:00Z,0,0
1624580081,2016-04-08T16:00:00Z,2,0.033333
1624580081,2016-04-08T17:00:00Z,6,0.1
1624580081,2016-04-08T18:00:00Z,2,0.033333
1624580081,2016-04-08T19:00:00Z,28,0.466667
1624580081,2016-04-08T20:00:00Z,4,0.066667
1624580081,2016-04-08T21:00:00Z,2,0.033333
1624580081,2016-04-08T22:00:00Z,6,0.1
1624580081,2016-04-08T23:00:00Z,17,0.283333
1624580081,2016-04-09T00:00:00Z,1,0.016667
1624580081,2016-04-09T01:00:00Z,3,0.05
1624580081,2016-04-09T02:00:00Z,1,0.016667
1624580081,2016-04-09T03:00:00Z,0,0
1624580081,2016-04-09T04:00:00Z,0,0
1624580081,2016-04-09T05:00:00Z,0,0
1624580081,2016-04-09T06:00:00Z,5,0.083333
1624580081,2016-04-09T07:00:00Z,7,0.116667
1624580081,2016-04-09T08:00:00Z,1,0.016667
1624580081,2016-04-09T09:00:00Z,0,0
1624580081,2016-04-09T10:00:00Z,0,0
1624580081,2016-04-09T11:00:00Z,0,0
1624580081,2016-04-09T12:00:00Z,0,0
1624580081,2016-04-09T13:00:00Z,22,0.366667
1624580081,2016-04-09T14:00:00Z,14,0.233333
1624580081,2016-04-09T15:00:00Z,7,0.116667
1624580081,2016-04-09T16:00:00Z,8,0.133333
1624580081,2016-04-09T17:00:00Z,5,0.083333
1624580081,2016-04-09T18:00:00Z,1,0.016667
1624580081,2016-04-09T19:00:00Z,18,0.3
1624580081,2016-04-09T20:00:00Z,0,0
1624580081,2016-04-09T21:00:00Z,8,0.133333
1624580081,2016-04-09T22:00:00Z,16,0.266667
1624580081,2016-04-09T23:00:00Z,5,0.083333
1624580081,2016-04-10T00:00:00Z,13,0.216667
1624580081,2016-04-10T01:00:00Z,13,0.216667
1624580081,2016-04-10T02:00:00Z,0,0
1624580081,2016-04-10T03:00:00Z,8,0.133333
1624580081,2016-04-10T04:00:00Z,6,0.1
1624580081,2016-04-10T05:00:00Z,0,0
1624580081,2016-04-10T06:00:00Z,0,0
1624580081,2016-04-10T07:00:00Z,0,0
1624580081,2016-04-10T08:00:00Z,2,0.033333
1624580081,2016-04-10T09:00:00Z,0,0
1624580081,2016-04-10T10:00:00Z,12,0.2
1624580081,2016-04-10T11:00:00Z,23,0.383333
1624580081,2016-04-10T12:00:00Z,30,0.5
1624580081,2016-04-10T13:00:00Z,9,0.15
1624580081,2016-04-10T14:00:00Z,12,0.2
1624580081,2016-04-10T15:00:00Z,26,0.433333
1624580081,2016-04-10T16:00:00Z,19,0.316667
1624580081,2016-04-10T17:00:00Z,2,0.033333
1624580081,2016-04-10T18:00:00Z,15,0.25
1624580081,2016-04-10T19:00:00Z,1,0.016667
1624580081,2016-04-10T20:00:00Z,0,0
1624580081,2016-04-10T21:00:00Z,11,0.183333
1624580081,2016-04-10T22:00:00Z,19,0.316667
1624580081,2016-04-10T23:00:00Z,0,0
1624580081,2016-04-11T00:00:00Z,2,0.033333
1624580081,2016-04-11T01:00:00Z,3,0.05
1624580081,2016-04-11T02:00:00Z,2,0.033333
1624580081,2016-04-11T03:00:00Z,2,0.033333
1624580081,2016-04-11T04:00:00Z,0,0
1624580081,2016-04-11T05:00:00Z,0,0
1624580081,2016-04-11T06:00:00Z,2,0.033333
1624580081,2016-04-11T07:00:00Z,0,0
1624580081,2016-04-11T08:00:00Z,0,0
1624580081,2016-04-11T09:00:00Z,2,0.033333
1624580081,2016-04-11T10:00:00Z,60,1
1624580081,2016-04-11T11:00:00Z,31,0.516667
1624580081,2016-04-11T12:00:00Z,6,0.1
1624580081,2016-04-11T13:00:00Z,3,0.05
1624580081,2016-04-11T14:00:00Z,10,0.166667
1624580081,2016-04-11T15:00:00Z,3,0.05
1624580081,2016-04-11T16:00:00Z,3,0.05
1624580081,2016-04-11T17:00:00Z,5,0.083333
1624580081,2016-04-11T18:00:00Z,4,0.066667
1624580081,2016-04-11T19:00:00Z,10,0.166667
1624580081,2016-04-11T20:00:00Z,0,0
1624580081,2016-04-11T21:00:00Z,6,0.1
1624580081,2016-04-11T22:00:00Z,14,0.233333
1624580081,2016-04-11T23:00:00Z,4,0.066667
1624580081,2016-04-12T00:00:00Z,4,0.066667
1624580081,2016-04-12T01:00:00Z,1,0.016667
1624580081,2016-04-12T02:00:00Z,0,0
1624580081,2016-04-12T03:00:00Z,1,0.016667
1624580081,2016-04-12T04:00:00Z,0,0
1624580081,2016-04-12T05:00:00Z,0,0
1624580081,2016-04-12T06:00:00Z,0,0
1624580081,2016-04-12T07:00:00Z,0,0
1624580081,2016-04-12T08:00:00Z,1,0.016667
1624580081,2016-04-12T09:00:00Z,18,0.3
1624580081,2016-04-12T10:00:00Z,60,1
1644430081,2016-03-12T00:00:00Z,34,0.566667
1644430081,2016-03-12T01:00:00Z,12,0.2
1644430081,2016-03-12T02:00:00Z,1,0.016667
1644430081,2016-03-12T03:00:00Z,1,0.016667
1644430081,2016-03-12T04:00:00Z,1,0.016667
1644430081,2016-03-12T05:00:00Z,1,0.016667
1644430081,2016-03-12T06:00:00Z,2,0.033333
1644430081,2016-03-12T07:00:00Z,1,0.016667
1644430081,2016-03-12T08:00:00Z,1,0.016667
1644430081,2016-03-12T09:00:00Z,1,0.016667
1644430081,2016-03-12T10:00:00Z,1,0.016667
1644430081,2016-03-12T11:00:00Z,14,0.233333
1644430081,2016-03-12T12:00:00Z,22,0.366667
1644430081,2016-03-12T13:00:00Z,16,0.266667
1644430081,2016-03-12T14:00:00Z,16,0.266667
1644430081,2016-03-12T15:00:00Z,40,0.666667
1644430081,2016-03-12T16:00:00Z,44,0.733333
1644430081,2016-03-12T17:00:00Z,21,0.35
1644430081,2016-03-12T18:00:00Z,91,1.516667
1644430081,2016-03-12T19:00:00Z,83,1.383333
1644430081,2016-03-12T20:00:00Z,75,1.25
1644430081,2016-03-12T21:00:00Z,79,1.316667
1644430081,2016-03-12T22:00:00Z,55,0.916667
1644430081,2016-03-12T23:00:00Z,10,0.166667
1644430081,2016-03-13T00:00:00Z,11,0.183333
1644430081,2016-03-13T01:00:00Z,9,0.15
1644430081,2016-03-13T02:00:00Z,36,0.6
1644430081,2016-03-13T03:00:00Z,0,0
1644430081,2016-03-13T04:00:00Z,0,0
1644430081,2016-03-13T05:00:00Z,0,0
1644430081,2016-03-13T06:00:00Z,0,0
1644430081,2016-03-13T07:00:00Z,0,0
1644430081,2016-03-13T08:00:00Z,0,0
1644430081,2016-03-13T09:00:00Z,5,0.083333
1644430081,2016-03-13T10:00:00Z,8,0.133333
1644430081,2016-03-13T11:00:00Z,18,0.3
1644430081,2016-03-13T12:00:00Z,0,0
1644430081,2016-03-13T13:00:00Z,3,0.05
1644430081,2016-03-13T14:00:00Z,129,2.15
1644430081,2016-03-13T15:00:00Z,28,0.466667
1644430081,2016-03-13T16:00:00Z,17,0.283333
1644430081,2016-03-13T17:00:00Z,4,0.066667
1644430081,2016-03-13T18:00:00Z,1,0.016667
1644430081,2016-03-13T19:00:00Z,1,0.016667
1644430081,2016-03-13T20:00:00Z,0,0
1644430081,2016-03-13T21:00:00Z,0,0
1644430081,2016-03-13T22:00:00Z,2,0.033333
1644430081,2016-03-13T23:00:00Z,0,0
1644430081,2016-03-14T00:00:00Z,1,0.016667
1644430081,2016-03-14T01:00:00Z,0,0
1644430081,2016-03-14T02:00:00Z,0,0
1644430081,2016-03-14T03:00:00Z,0,0
1644430081,2016-03-14T04:00:00Z,0,0
1644430081,2016-03-14T05:00:00Z,0,0
1644430081,2016-03-14T06:00:00Z,0,0
1644430081,2016-03-14T07:00:00Z,1,0.016667
1644430081,2016-03-14T08:00:00Z,17,0.283333
1644430081,2016-03-14T09:00:00Z,5,0.083333
1644430081,2016-03-14T10:00:00Z,14,0.233333
1644430081,2016-03-14T11:00:00Z,6,0.1
1644430081,2016-03-14T12:00:00Z,14,0.233333
1644430081,2016-03-14T13:00:00Z,13,0.216667
1644430081,2016-03-14T14:00:00Z,9,0.15
1644430081,2016-03-14T15:00:00Z,7,0.116667
1644430081,2016-03-14T16:00:00Z,3,0.05
1644430081,2016-03-14T17:00:00Z,17,0.283333
1644430081,2016-03-14T18:00:00Z,5,0.083333
1644430081,2016-03-14T19:00:00Z,12,0.2
1644430081,2016-03-14T20:00:00Z,10,0.166667
1644430081,2016-03-14T21:00:00Z,0,0
1644430081,2016-03-14T22:00:00Z,0,0
1644430081,2016-03-14T23:00:00Z,0,0
1644430081,2016-03-15T00:00:00Z,0,0
1644430081,2016-03-15T01:00:00Z,0,0
1644430081,2016-03-15T02:00:00Z,0,0
1644430081,2016-03-15T03:00:00Z,0,0
1644430081,2016-03-15T04:00:00Z,0,0
1644430081,2016-03-15T05:00:00Z,0,0
1644430081,2016-03-15T06:00:00Z,0,0
1644430081,2016-03-15T07:00:00Z,1,0.016667
1644430081,2016-03-15T08:00:00Z,11,0.183333
1644430081,2016-03-15T09:00:00Z,11,0.183333
1644430081,2016-03-15T10:00:00Z,4,0.066667
1644430081,2016-03-15T11:00:00Z,3,0.05
1644430081,2016-03-15T12:00:00Z,7,0.116667
1644430081,2016-03-15T13:00:00Z,15,0.25
1644430081,2016-03-15T14:00:00Z,11,0.183333
1644430081,2016-03-15T15:00:00Z,4,0.066667
1644430081,2016-03-15T16:00:00Z,6,0.1
1644430081,2016-03-15T17:00:00Z,10,0.166667
1644430081,2016-03-15T18:00:00Z,38,0.633333
1644430081,2016-03-15T19:00:00Z,80,1.333333
1644430081,2016-03-15T20:00:00Z,73,1.216667
1644430081,2016-03-15T21:00:00Z,63,1.05
1644430081,2016-03-15T22:00:00Z,37,0.616667
1644430081,2016-03-15T23:00:00Z,0,0
1644430081,2016-03-16T00:00:00Z,21,0.35
1644430081,2016-03-16T01:00:00Z,2,0.033333
1644430081,2016-03-16T02:00:00Z,1,0.016667
1644430081,2016-03-16T03:00:00Z,1,0.016667
1644430081,2016-03-16T04:00:00Z,1,0.016667
1644430081,2016-03-16T05:00:00Z,1,0.016667
1644430081,2016-03-16T06:00:00Z,1,0.016667
1644430081,2016-03-16T07:00:00Z,1,0.016667
1644430081,2016-03-16T08:00:00Z,36,0.6
1644430081,2016-03-16T09:00:00Z,60,1
1644430081,2016-03-16T10:00:00Z,50,0.833333
1644430081,2016-03-16T11:00:00Z,4,0.066667
1644430081,2016-03-16T12:00:00Z,13,0.216667
1644430081,2016-03-16T13:00:00Z,8,0.133333
1644430081,2016-03-16T14:00:00Z,5,0.083333
1644430081,2016-03-16T15:00:00Z,9,0.15
1644430081,2016-03-16T16:00:00Z,13,0.216667
1644430081,2016-03-16T17:00:00Z,9,0.15
1644430081,2016-03-16T18:00:00Z,50,0.833333
1644430081,2016-03-16T19:00:00Z,79,1.316667
1644430081,2016-03-16T20:00:00Z,42,0.7
1644430081,2016-03-16T21:00:00Z,82,1.366667
1644430081,2016-03-16T22:00:00Z,26,0.433333
1644430081,2016-03-16T23:00:00Z,51,0.85
1644430081,2016-03-17T00:00:00Z,11,0.183333
1644430081,2016-03-17T01:00:00Z,2,0.033333
1644430081,2016-03-17T02:00:00Z,1,0.016667
1644430081,2016-03-17T03:00:00Z,2,0.033333
1644430081,2016-03-17T04:00:00Z,2,0.033333
1644430081,2016-03-17T05:00:00Z,2,0.033333
1644430081,2016-03-17T06:00:00Z,2,0.033333
1644430081,2016-03-17T07:00:00Z,2,0.033333
1644430081,2016-03-17T08:00:00Z,11,0.183333
1644430081,2016-03-17T09:00:00Z,8,0.133333
1644430081,2016-03-17T10:00:00Z,10,0.166667
1644430081,2016-03-17T11:00:00Z,48,0.8
1644430081,2016-03-17T12:00:00Z,60,1
1644430081,2016-03-17T13:00:00Z,4,0.066667
1644430081,2016-03-17T14:00:00Z,5,0.083333
1644430081,2016-03-17T15:00:00Z,8,0.133333
1644430081,2016-03-17T16:00:00Z,9,0.15
1644430081,2016-03-17T17:00:00Z,3,0.05
1644430081,2016-03-17T18:00:00Z,12,0.2
1644430081,2016-03-17T19:00:00Z,2,0.033333
1644430081,2016-03-17T20:00:00Z,14,0.233333
1644430081,2016-03-17T21:00:00Z,20,0.333333
1644430081,2016-03-17T22:00:00Z,14,0.233333
1644430081,2016-03-17T23:00:00Z,36,0.6
1644430081,2016-03-18T00:00:00Z,12,0.2
1644430081,2016-03-18T01:00:00Z,10,0.166667
1644430081,2016-03-18T02:00:00Z,4,0.066667
1644430081,2016-03-18T03:00:00Z,0,0
1644430081,2016-03-18T04:00:00Z,0,0
1644430081,2016-03-18T05:00:00Z,0,0
1644430081,2016-03-18T06:00:00Z,0,0
1644430081,2016-03-18T07:00:00Z,0,0
1644430081,2016-03-18T08:00:00Z,0,0
1644430081,2016-03-18T09:00:00Z,0,0
1644430081,2016-03-18T10:00:00Z,0,0
1644430081,2016-03-18T11:00:00Z,14,0.233333
1644430081,2016-03-18T12:00:00Z,12,0.2
1644430081,2016-03-18T13:00:00Z,42,0.7
1644430081,2016-03-18T14:00:00Z,16,0.266667
1644430081,2016-03-18T15:00:00Z,4,0.066667
1644430081,2016-03-18T16:00:00Z,2,0.033333
1644430081,2016-03-18T17:00:00Z,1,0.016667
1644430081,2016-03-18T18:00:00Z,7,0.116667
1644430081,2016-03-18T19:00:00Z,8,0.133333
1644430081,2016-03-18T20:00:00Z,10,0.166667
1644430081,2016-03-18T21:00:00Z,10,0.166667
1644430081,2016-03-18T22:00:00Z,10,0.166667
1644430081,2016-03-18T23:00:00Z,6,0.1
1644430081,2016-03-19T00:00:00Z,8,0.133333
1644430081,2016-03-19T01:00:00Z,8,0.133333
1644430081,2016-03-19T02:00:00Z,11,0.183333
1644430081,2016-03-19T03:00:00Z,11,0.183333
1644430081,2016-03-19T04:00:00Z,11,0.183333
1644430081,2016-03-19T05:00:00Z,11,0.183333
1644430081,2016-03-19T06:00:00Z,11,0.183333
1644430081,2016-03-19T07:00:00Z,11,0.183333
1644430081,2016-03-19T08:00:00Z,11,0.183333
1644430081,2016-03-19T09:00:00Z,11,0.183333
1644430081,2016-03-19T10:00:00Z,14,0.233333
1644430081,2016-03-19T11:00:00Z,3,0.05
1644430081,2016-03-19T12:00:00Z,4,0.066667
1644430081,2016-03-19T13:00:00Z,2,0.033333
1644430081,2016-03-19T14:00:00Z,37,0.616667
1644430081,2016-03-19T15:00:00Z,18,0.3
1644430081,2016-03-19T16:00:00Z,19,0.316667
1644430081,2016-03-19T17:00:00Z,12,0.2
1644430081,2016-03-19T18:00:00Z,4,0.066667
1644430081,2016-03-19T19:00:00Z,7,0.116667
1644430081,2016-03-19T20:00:00Z,2,0.033333
1644430081,2016-03-19T21:00:00Z,11,0.183333
1644430081,2016-03-19T22:00:00Z,10,0.166667
1644430081,2016-03-19T23:00:00Z,14,0.233333
1644430081,2016-03-20T00:00:00Z,20,0.333333
1644430081,2016-03-20T01:00:00Z,28,0.466667
1644430081,2016-03-20T02:00:00Z,21,0.35
1644430081,2016-03-20T03:00:00Z,0,0
1644430081,2016-03-20T04:00:00Z,0,0
1644430081,2016-03-20T05:00:00Z,0,0
1644430081,2016-03-20T06:00:00Z,0,0
1644430081,2016-03-20T07:00:00Z,0,0
1644430081,2016-03-20T08:00:00Z,0,0
1644430081,2016-03-20T09:00:00Z,0,0
1644430081,2016-03-20T10:00:00Z,12,0.2
1644430081,2016-03-20T11:00:00Z,40,0.666667
1644430081,2016-03-20T12:00:00Z,22,0.366667
1644430081,2016-03-20T13:00:00Z,55,0.916667
1644430081,2016-03-20T14:00:00Z,17,0.283333
1644430081,2016-03-20T15:00:00Z,9,0.15
1644430081,2016-03-20T16:00:00Z,1,0.016667
1644430081,2016-03-20T17:00:00Z,14,0.233333
1644430081,2016-03-20T18:00:00Z,16,0.266667
1644430081,2016-03-20T19:00:00Z,9,0.15
1644430081,2016-03-20T20:00:00Z,31,0.516667
1644430081,2016-03-20T21:00:00Z,18,0.3
1644430081,2016-03-20T22:00:00Z,7,0.116667
1644430081,2016-03-20T23:00:00Z,11,0.183333
1644430081,2016-03-21T00:00:00Z,5,0.083333
1644430081,2016-03-21T01:00:00Z,5,0.083333
1644430081,2016-03-21T02:00:00Z,6,0.1
1644430081,2016-03-21T03:00:00Z,5,0.083333
1644430081,2016-03-21T04:00:00Z,6,0.1
1644430081,2016-03-21T05:00:00Z,5,0.083333
1644430081,2016-03-21T06:00:00Z,6,0.1
1644430081,2016-03-21T07:00:00Z,4,0.066667
1644430081,2016-03-21T08:00:00Z,24,0.4
1644430081,2016-03-21T09:00:00Z,6,0.1
1644430081,2016-03-21T10:00:00Z,18,0.3
1644430081,2016-03-21T11:00:00Z,9,0.15
1644430081,2016-03-21T12:00:00Z,16,0.266667
1644430081,2016-03-21T13:00:00Z,4,0.066667
1644430081,2016-03-21T14:00:00Z,5,0.083333
1644430081,2016-03-21T15:00:00Z,13,0.216667
1644430081,2016-03-21T16:00:00Z,9,0.15
1644430081,2016-03-21T17:00:00Z,29,0.483333
1644430081,2016-03-21T18:00:00Z,23,0.383333
1644430081,2016-03-21T19:00:00Z,7,0.116667
1644430081,2016-03-21T20:00:00Z,7,0.116667
1644430081,2016-03-21T21:00:00Z,1,0.016667
1644430081,2016-03-21T22:00:00Z,35,0.583333
1644430081,2016-03-21T23:00:00Z,55,0.916667
1644430081,2016-03-22T00:00:00Z,10,0.166667
1644430081,2016-03-22T01:00:00Z,3,0.05
1644430081,2016-03-22T02:00:00Z,3,0.05
1644430081,2016-03-22T03:00:00Z,3,0.05
1644430081,2016-03-22T04:00:00Z,3,0.05
1644430081,2016-03-22T05:00:00Z,3,0.05
1644430081,2016-03-22T06:00:00Z,3,0.05
1644430081,2016-03-22T07:00:00Z,3,0.05
1644430081,2016-03-22T08:00:00Z,16,0.266667
1644430081,2016-03-22T09:00:00Z,16,0.266667
1644430081,2016-03-22T10:00:00Z,2,0.033333
1644430081,2016-03-22T11:00:00Z,1,0.016667
1644430081,2016-03-22T12:00:00Z,3,0.05
1644430081,2016-03-22T13:00:00Z,13,0.216667
1644430081,2016-03-22T14:00:00Z,6,0.1
1644430081,2016-03-22T15:00:00Z,2,0.033333
1644430081,2016-03-22T16:00:00Z,10,0.166667
1644430081,2016-03-22T17:00:00Z,17,0.283333
1644430081,2016-03-22T18:00:00Z,49,0.816667
1644430081,2016-03-22T19:00:00Z,85,1.416667
1644430081,2016-03-22T20:00:00Z,67,1.116667
1644430081,2016-03-22T21:00:00Z,79,1.316667
1644430081,2016-03-22T22:00:00Z,61,1.016667
1644430081,2016-03-22T23:00:00Z,42,0.7
1644430081,2016-03-23T00:00:00Z,36,0.6
1644430081,2016-03-23T01:00:00Z,2,0.033333
1644430081,2016-03-23T02:00:00Z,2,0.033333
1644430081,2016-03-23T03:00:00Z,2,0.033333
1644430081,2016-03-23T04:00:00Z,2,0.033333
1644430081,2016-03-23T05:00:00Z,2,0.033333
1644430081,2016-03-23T06:00:00Z,2,0.033333
1644430081,2016-03-23T07:00:00Z,2,0.033333
1644430081,2016-03-23T08:00:00Z,14,0.233333
1644430081,2016-03-23T09:00:00Z,58,0.966667
1644430081,2016-03-23T10:00:00Z,60,1
1644430081,2016-03-23T11:00:00Z,60,1
1644430081,2016-03-23T12:00:00Z,58,0.966667
1644430081,2016-03-23T13:00:00Z,26,0.433333
1644430081,2016-03-23T14:00:00Z,25,0.416667
1644430081,2016-03-23T15:00:00Z,25,0.416667
1644430081,2016-03-23T16:00:00Z,24,0.4
1644430081,2016-03-23T17:00:00Z,28,0.466667
1644430081,2016-03-23T18:00:00Z,71,1.183333
1644430081,2016-03-23T19:00:00Z,59,0.983333
1644430081,2016-03-23T20:00:00Z,54,0.9
1644430081,2016-03-23T21:00:00Z,58,0.966667
1644430081,2016-03-23T22:00:00Z,51,0.85
1644430081,2016-03-23T23:00:00Z,55,0.916667
1644430081,2016-03-24T00:00:00Z,7,0.116667
1644430081,2016-03-24T01:00:00Z,8,0.133333
1644430081,2016-03-24T02:00:00Z,7,0.116667
1644430081,2016-03-24T03:00:00Z,7,0.116667
1644430081,2016-03-24T04:00:00Z,0,0
1644430081,2016-03-24T05:00:00Z,0,0
1644430081,2016-03-24T06:00:00Z,0,0
1644430081,2016-03-24T07:00:00Z,0,0
1644430081,2016-03-24T08:00:00Z,41,0.683333
1644430081,2016-03-24T09:00:00Z,20,0.333333
1644430081,2016-03-24T10:00:00Z,15,0.25
1644430081,2016-03-24T11:00:00Z,8,0.133333
1644430081,2016-03-24T12:00:00Z,31,0.516667
1644430081,2016-03-24T13:00:00Z,10,0.166667
1644430081,2016-03-24T14:00:00Z,7,0.116667
1644430081,2016-03-24T15:00:00Z,8,0.133333
1644430081,2016-03-24T16:00:00Z,8,0.133333
1644430081,2016-03-24T17:00:00Z,28,0.466667
1644430081,2016-03-24T18:00:00Z,53,0.883333
1644430081,2016-03-24T19:00:00Z,46,0.766667
1644430081,2016-03-24T20:00:00Z,32,0.533333
1644430081,2016-03-24T21:00:00Z,37,0.616667
1644430081,2016-03-24T22:00:00Z,7,0.116667
1644430081,2016-03-24T23:00:00Z,5,0.083333
1644430081,2016-03-25T00:00:00Z,4,0.066667
1644430081,2016-03-25T01:00:00Z,4,0.066667
1644430081,2016-03-25T02:00:00Z,3,0.05
1644430081,2016-03-25T03:00:00Z,0,0
1644430081,2016-03-25T04:00:00Z,0,0
1644430081,2016-03-25T05:00:00Z,0,0
1644430081,2016-03-25T06:00:00Z,0,0
1644430081,2016-03-25T07:00:00Z,21,0.35
1644430081,2016-03-25T08:00:00Z,4,0.066667
1644430081,2016-03-25T09:00:00Z,4,0.066667
1644430081,2016-03-25T10:00:00Z,3,0.05
1644430081,2016-03-25T11:00:00Z,4,0.066667
1644430081,2016-03-25T12:00:00Z,4,0.066667
1644430081,2016-03-25T13:00:00Z,3,0.05
1644430081,2016-03-25T14:00:00Z,4,0.066667
1644430081,2016-03-25T15:00:00Z,4,0.066667
1644430081,2016-03-25T16:00:00Z,7,0.116667
1644430081,2016-03-25T17:00:00Z,9,0.15
1644430081,2016-03-25T18:00:00Z,3,0.05
1644430081,2016-03-25T19:00:00Z,16,0.266667
1644430081,2016-03-25T20:00:00Z,12,0.2
1644430081,2016-03-25T21:00:00Z,0,0
1644430081,2016-03-25T22:00:00Z,0,0
1644430081,2016-03-25T23:00:00Z,0,0
1644430081,2016-03-26T00:00:00Z,2,0.033333
1644430081,2016-03-26T01:00:00Z,2,0.033333
1644430081,2016-03-26T02:00:00Z,0,0
1644430081,2016-03-26T03:00:00Z,0,0
1644430081,2016-03-26T04:00:00Z,0,0
1644430081,2016-03-26T05:00:00Z,0,0
1644430081,2016-03-26T06:00:00Z,0,0
1644430081,2016-03-26T07:00:00Z,0,0
1644430081,2016-03-26T08:00:00Z,0,0
1644430081,2016-03-26T09:00:00Z,0,0
1644430081,2016-03-26T10:00:00Z,0,0
1644430081,2016-03-26T11:00:00Z,0,0
1644430081,2016-03-26T12:00:00Z,0,0
1644430081,2016-03-26T13:00:00Z,0,0
1644430081,2016-03-26T14:00:00Z,7,0.116667
1644430081,2016-03-26T15:00:00Z,18,0.3
1644430081,2016-03-26T16:00:00Z,0,0
1644430081,2016-03-26T17:00:00Z,0,0
1644430081,2016-03-26T18:00:00Z,1,0.016667
1644430081,2016-03-26T19:00:00Z,0,0
1644430081,2016-03-26T20:00:00Z,1,0.016667
1644430081,2016-03-26T21:00:00Z,2,0.033333
1644430081,2016-03-26T22:00:00Z,16,0.266667
1644430081,2016-03-26T23:00:00Z,3,0.05
1644430081,2016-03-27T00:00:00Z,4,0.066667
1644430081,2016-03-27T01:00:00Z,13,0.216667
1644430081,2016-03-27T02:00:00Z,5,0.083333
1644430081,2016-03-27T03:00:00Z,15,0.25
1644430081,2016-03-27T04:00:00Z,0,0
1644430081,2016-03-27T05:00:00Z,0,0
1644430081,2016-03-27T06:00:00Z,0,0
1644430081,2016-03-27T07:00:00Z,0,0
1644430081,2016-03-27T08:00:00Z,0,0
1644430081,2016-03-27T09:00:00Z,0,0
1644430081,2016-03-27T10:00:00Z,2,0.033333
1644430081,2016-03-27T11:00:00Z,6,0.1
1644430081,2016-03-27T12:00:00Z,9,0.15
1644430081,2016-03-27T13:00:00Z,8,0.133333
1644430081,2016-03-27T14:00:00Z,109,1.816667
1644430081,2016-03-27T15:00:00Z,19,0.316667
1644430081,2016-03-27T16:00:00Z,55,0.916667
1644430081,2016-03-27T17:00:00Z,40,0.666667
1644430081,2016-03-27T18:00:00Z,1,0.016667
1644430081,2016-03-27T19:00:00Z,1,0.016667
1644430081,2016-03-27T20:00:00Z,1,0.016667
1644430081,2016-03-27T21:00:00Z,1,0.016667
1644430081,2016-03-27T22:00:00Z,0,0
1644430081,2016-03-27T23:00:00Z,0,0
1644430081,2016-03-28T00:00:00Z,0,0
1644430081,2016-03-28T01:00:00Z,0,0
1644430081,2016-03-28T02:00:00Z,0,0
1644430081,2016-03-28T03:00:00Z,0,0
1644430081,2016-03-28T04:00:00Z,0,0
1644430081,2016-03-28T05:00:00Z,0,0
1644430081,2016-03-28T06:00:00Z,0,0
1644430081,2016-03-28T07:00:00Z,0,0
1644430081,2016-03-28T08:00:00Z,18,0.3
1644430081,2016-03-28T09:00:00Z,4,0.066667
1644430081,2016-03-28T10:00:00Z,6,0.1
1644430081,2016-03-28T11:00:00Z,3,0.05
1644430081,2016-03-28T12:00:00Z,5,0.083333
1644430081,2016-03-28T13:00:00Z,14,0.233333
1644430081,2016-03-28T14:00:00Z,11,0.183333
1644430081,2016-03-28T15:00:00Z,5,0.083333
1644430081,2016-03-28T16:00:00Z,9,0.15
1644430081,2016-03-28T17:00:00Z,16,0.266667
1644430081,2016-03-28T18:00:00Z,19,0.316667
1644430081,2016-03-28T19:00:00Z,85,1.416667
1644430081,2016-03-28T20:00:00Z,16,0.266667
1644430081,2016-03-28T21:00:00Z,32,0.533333
1644430081,2016-03-28T22:00:00Z,12,0.2
1644430081,2016-03-28T23:00:00Z,2,0.033333
1644430081,2016-03-29T00:00:00Z,3,0.05
1644430081,2016-03-29T01:00:00Z,4,0.066667
1644430081,2016-03-29T02:00:00Z,3,0.05
1644430081,2016-03-29T03:00:00Z,4,0.066667
1644430081,2016-03-29T04:00:00Z,0,0
1644430081,2016-03-29T05:00:00Z,0,0
1644430081,2016-03-29T06:00:00Z,0,0
1644430081,2016-03-29T07:00:00Z,0,0
1644430081,2016-03-29T08:00:00Z,14,0.233333
1644430081,2016-03-29T09:00:00Z,10,0.166667
1644430081,2016-03-29T10:00:00Z,1,0.016667
1644430081,2016-03-29T11:00:00Z,5,0.083333
1644430081,2016-03-29T12:00:00Z,3,0.05
1644430081,2016-03-29T13:00:00Z,15,0.25
